amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,298.0,300.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,1558.0,360.0,2007.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,167.0,2005.0,submersible,user-group,never pay,salty,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
50.0,1604.0,200.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,167.0,463.0,1985.0,other,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,512.0,260.0,1988.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,23.0,500.0,1985.0,handpump,unknown,unknown,good,enough,shallow well,hand pump,non functional
100.0,1667.0,300.0,1990.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
20.0,18.0,1.0,2011.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,80.0,1.0,2012.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
500.0,1330.0,500.0,2000.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional
2000.0,1416.0,476.0,2006.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,103.0,15.0,2008.0,submersible,user-group,never pay,salty,insufficient,borehole,communal standpipe,non functional
50.0,166.0,240.0,2004.0,handpump,user-group,per bucket,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
1000.0,1233.0,250.0,2000.0,handpump,user-group,monthly,salty,enough,borehole,hand pump,functional
100.0,20.0,100.0,2008.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,salty,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,112.0,200.0,1998.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,1170.0,500.0,1996.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
300.0,1347.0,1000.0,2012.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,1978.0,50.0,2009.0,rope pump,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
30.0,1090.0,300.0,1980.0,handpump,commercial,per bucket,salty,insufficient,borehole,hand pump,functional needs repair
100.0,178.0,1000.0,1983.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
100.0,1195.0,300.0,2011.0,other,user-group,unknown,unknown,unknown,borehole,other,non functional
200.0,450.0,400.0,1976.0,other,user-group,monthly,good,insufficient,shallow well,other,non functional
100.0,185.0,500.0,1994.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
100.0,1483.0,200.0,2002.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,272.0,210.0,2009.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,200.0,2009.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,milky,seasonal,shallow well,hand pump,functional
100.0,1313.0,210.0,1997.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
100.0,88.0,150.0,1997.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,1140.0,700.0,1996.0,other,user-group,unknown,salty,dry,shallow well,other,non functional
100.0,1554.0,250.0,2000.0,motorpump,user-group,never pay,good,insufficient,borehole,communal standpipe,functional needs repair
100.0,1999.0,366.0,1993.0,other,user-group,never pay,good,enough,shallow well,other,non functional
2000.0,942.0,300.0,1991.0,handpump,user-group,annually,good,insufficient,shallow well,hand pump,functional
50.0,1562.0,250.0,2000.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,1169.0,1.0,1995.0,other,user-group,never pay,good,insufficient,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,unknown,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,unknown,dry,shallow well,hand pump,non functional
5000.0,1190.0,230.0,1988.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,851.0,180.0,1994.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,560.0,2009.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,1025.0,500.0,1990.0,handpump,user-group,on failure,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,seasonal,shallow well,hand pump,non functional
100.0,1288.0,350.0,2008.0,handpump,other,unknown,good,enough,borehole,hand pump,non functional
100.0,323.0,1.0,1970.0,submersible,user-group,never pay,salty,dry,borehole,communal standpipe,non functional
200.0,333.0,230.0,1995.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,non functional
50.0,302.0,245.0,1985.0,handpump,user-group,per bucket,salty,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,borehole,hand pump,non functional
30.0,1599.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,functional needs repair
100.0,1511.0,300.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional
100.0,149.0,420.0,1980.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,68.0,250.0,2000.0,submersible,user-group,never pay,salty,enough,borehole,communal standpipe,functional
50.0,415.0,1.0,2005.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,other,other,never pay,good,enough,shallow well,other,non functional
2400.0,1717.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
500.0,309.0,300.0,2003.0,handpump,user-group,monthly,good,seasonal,shallow well,hand pump,functional
100.0,1319.0,200.0,1974.0,motorpump,user-group,never pay,salty,insufficient,borehole,communal standpipe,non functional
100.0,1.0,500.0,2010.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional
100.0,1014.0,400.0,1985.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,non functional
3000.0,1604.0,680.0,1996.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
200.0,1220.0,250.0,2003.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,581.0,1.0,2003.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,1020.0,350.0,1993.0,handpump,user-group,on failure,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,unknown,dry,borehole,hand pump,non functional
10.0,71.0,344.0,1981.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,1480.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
1000.0,1175.0,450.0,1994.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional needs repair
500.0,45.0,200.0,1977.0,submersible,user-group,monthly,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,1555.0,650.0,1993.0,handpump,parastatal,never pay,salty,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,other,user-group,on failure,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
50.0,1126.0,350.0,1974.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
3000.0,825.0,1.0,2003.0,handpump,user-group,monthly,salty,seasonal,shallow well,hand pump,non functional
100.0,987.0,540.0,1994.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,unknown,unknown,unknown,unknown,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,insufficient,shallow well,hand pump,functional
30.0,1539.0,350.0,2006.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,954.0,2000.0,2012.0,submersible,user-group,per bucket,good,enough,borehole,other,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,monthly,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
200.0,337.0,500.0,1994.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,794.0,4788.0,2011.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
20.0,25.0,400.0,2004.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,1143.0,200.0,1997.0,other,user-group,never pay,salty,dry,shallow well,hand pump,non functional
100.0,616.0,300.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,monthly,salty,insufficient,shallow well,other,non functional
100.0,1327.0,500.0,2000.0,other,user-group,other,good,enough,shallow well,other,non functional
2000.0,1494.0,400.0,1998.0,handpump,user-group,on failure,colored,enough,shallow well,hand pump,functional
50.0,44.0,400.0,2000.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,non functional
500.0,307.0,230.0,1996.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
10.0,5.0,5000.0,1966.0,other,user-group,per bucket,good,insufficient,shallow well,hand pump,non functional
100.0,1580.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,1097.0,210.0,2012.0,submersible,user-group,unknown,fluoride,enough,borehole,communal standpipe,functional
100.0,91.0,1.0,1993.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,503.0,230.0,1998.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
1000.0,1203.0,250.0,2005.0,handpump,user-group,annually,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,enough,shallow well,hand pump,functional
100.0,825.0,100.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional needs repair
100.0,825.0,1.0,1988.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,154.0,260.0,2010.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,non functional
50.0,185.0,350.0,2004.0,handpump,user-group,per bucket,good,seasonal,shallow well,hand pump,functional
30.0,386.0,400.0,1974.0,submersible,user-group,per bucket,good,seasonal,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,1746.0,350.0,1990.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
20.0,825.0,570.0,1984.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,360.0,270.0,1988.0,other,user-group,never pay,unknown,insufficient,borehole,hand pump,non functional
